Sentence,Aspect Term,polarity,augmented_sentences
"Where tanks in other Chinatown restaurants display a lurking myriad of sad-looking marine life in their murky waters, the tanks at Ping's are clear as glass with healthy-looking creatures who do not yet know that they will be part of some dim sum lover's brunch.",brunch,neutral,"While other Chinatown restaurants have tanks filled with murky water and gloomy sea creatures, Ping's tanks are crystal clear and stocked with lively specimens unaware they'll end up in a dim sum enthusiast's brunch."
"Where tanks in other Chinatown restaurants display a lurking myriad of sad-looking marine life in their murky waters, the tanks at Ping's are clear as glass with healthy-looking creatures who do not yet know that they will be part of some dim sum lover's brunch.",brunch,neutral,"Unlike the cloudy aquariums in neighboring Chinatown spots that showcase a depressing array of marine animals, Ping's spotless tanks contain vibrant sea life oblivious to their role in someone's upcoming brunch."
"Where tanks in other Chinatown restaurants display a lurking myriad of sad-looking marine life in their murky waters, the tanks at Ping's are clear as glass with healthy-looking creatures who do not yet know that they will be part of some dim sum lover's brunch.",brunch,neutral,"Other Chinatown eateries feature tanks of turbid water teeming with forlorn sea creatures, but Ping's pristine aquariums display healthy specimens that haven't realized they're destined for a dim sum fan's brunch."
If you like spicy food get the chicken vindaloo.,chicken vindaloo,neutral,"For those who enjoy spicy dishes, order the chicken vindaloo."
If you like spicy food get the chicken vindaloo.,chicken vindaloo,neutral,"If spicy food is your preference, go for the chicken vindaloo."
If you like spicy food get the chicken vindaloo.,chicken vindaloo,neutral,"Should you appreciate heat in your meal, choose the chicken vindaloo."
We could only get through an appetizer and cheese fondue.,appetizer,neutral,We only managed to finish an appetizer and cheese fondue.
We could only get through an appetizer and cheese fondue.,appetizer,neutral,"After just an appetizer and cheese fondue, we were done."
We could only get through an appetizer and cheese fondue.,appetizer,neutral,All we could handle was an appetizer and cheese fondue.
"It's not mind-blowing, but to me, thai food never is and never will be.",thai food,neutral,"It's not amazing, yet in my view thai food never has been and never will be."
"It's not mind-blowing, but to me, thai food never is and never will be.",thai food,neutral,"It doesn't blow me away, but as far as I'm concerned thai food never was and never will be."
"It's not mind-blowing, but to me, thai food never is and never will be.",thai food,neutral,"It isn't astonishing, yet for me thai food has never been and will never be."
"They did not have mayonnaise, forgot our toast, left out ingredients (ie cheese in an omelet), below hot temperatures and the bacon was so over cooked it crumbled on the plate when you touched it.",plate,neutral,"There was no mayonnaise, they forgot our toast, left out ingredients such as cheese in the omelet, served food below hot temperatures, and the bacon was so overcooked it crumbled on the plate when touched."
"They did not have mayonnaise, forgot our toast, left out ingredients (ie cheese in an omelet), below hot temperatures and the bacon was so over cooked it crumbled on the plate when you touched it.",plate,neutral,"They were out of mayonnaise, missed our toast, omitted ingredients like cheese from the omelet, served lukewarm food, and the bacon was so overdone it fell apart on the plate upon contact."
"They did not have mayonnaise, forgot our toast, left out ingredients (ie cheese in an omelet), below hot temperatures and the bacon was so over cooked it crumbled on the plate when you touched it.",plate,neutral,"No mayonnaise available, our toast was forgotten, ingredients like cheese were missing from the omelet, the food wasn’t hot, and the bacon was so overcooked it disintegrated on the plate when touched."
"First the wrong bread came out with the appetizer, then when i tried to order a second glass of wine for my main course...",appetizer,neutral,"The incorrect bread was served alongside the appetizer, and later when I attempted to order another glass of wine for my entrée..."
"First the wrong bread came out with the appetizer, then when i tried to order a second glass of wine for my main course...",appetizer,neutral,"Initially, the wrong bread arrived with the appetizer, followed by my attempt to get a second glass of wine during the main course..."
"First the wrong bread came out with the appetizer, then when i tried to order a second glass of wine for my main course...",appetizer,neutral,"At first the wrong bread came with the appetizer, then as I tried to order a second glass of wine for my main..."
"uni from maine vs california, sea vs freshwater eel) to get a good taste comparison.",eel,neutral,"To compare flavors, try uni from Maine versus California alongside sea versus freshwater eel."
"uni from maine vs california, sea vs freshwater eel) to get a good taste comparison.",eel,neutral,Compare the tastes by sampling uni from Maine and California with sea and freshwater eel.
"uni from maine vs california, sea vs freshwater eel) to get a good taste comparison.",eel,neutral,"For a proper taste test, sample uni from Maine vs California along with sea vs freshwater eel."
We were seated outside and the waiter spilled red wine and hot tea on myself and my date.,red wine,neutral,We were outside when the waiter accidentally poured red wine and hot tea on me and my date.
